original	google_translation
field	Feld
fielder	Feldspieler
fieldsman	Feldmann
fieldwork	Feldarbeit
fieldworker	Feldarbeiter
fiend	Teufel
fiendish	teuflisch
fiendishly	teuflisch
fiendishness	teuflisch
fiendlike	teuflisch
fierce	erbittert
fierceness	Wildheit
fiery	feurig
fiesta	Fiesta
fifteen	fünfzehn
fifth	fünfte
fiftieth	fünfzigste
fifty	fünfzig
fiftyfold	fünfzigfach
fig	Feige
fight	kämpfen
fightable	bekämpfbar
fighter	Kämpfer
fighting	Kampf
figment	Erfindung
figurative	bildlich
figuratively	im übertragenen Sinne
figurativeness	Bildhaftigkeit
figure	Figur
figured	dachte
figurehead	Galionsfigur
figureless	figurlos
figurine	Figur
filament	Filament
file	Datei
filename	Dateiname
filer	Filer
filet	Filet
filetype	Dateityp
filibusterer	obstruieren
filing	Einreichung
filings	Einreichungen
fill	füllen
filled	gefüllt
filler	Füllstoff
filleting	filetieren
filling	Füllung
film	Film
filmable	filmable
filmgoer	Kinobesucher
filminess	Filmhaftigkeit
filmmaker	Filmemacher
filmstrip	Filmstreifen
filmy	Filme
filter	Filter
filterable	filterbar
filterer	Filter
filtering	Filterung
filth	Schmutz
filthily	schmutzig
filthiness	Schmutz
filthy	schmutzig
filtrate	filtrieren
filtration	Filtration
finagle	finagle
final	Finale
finale	Finale
finalist	Finalist
finality	Endgültigkeit
finalization	Finalisierung
finalize	abschließen
finally	Endlich
finance	Finanzen
financial	finanziell
financially	finanziell
financier	Financier
finch	Fink
find	finden
findable	auffindbar
finder	findet
finding	finden
fine	Bußgeld
finely	fein
fineness	Feinheit
finer	feiner
finesse	Finesse
finger	Finger
fingerboard	Griffbrett
fingered	gefingert
fingerer	Finger
fingering	Fingersatz
fingerless	fingerlos
fingerlike	fingerartig
fingernail	Fingernagel
fingerprint	Fingerabdruck
fingerprinting	Fingerabdrücke
fingertip	Fingerspitze
finicky	pingelig
finish	beenden
finished	fertig
finisher	Finisher
finishing	Abschluss
finite	endlich
finitely	endlich
finlike	flossenartig
fir	für
fire	Feuer
firearm	Feuerwaffe
fireball	Feuerball
fireboat	Feuerlöschboot
firebomb	Brandbombe
firebox	Feuerraum
firebrand	Brandstifter
firebrick	Schamottstein
firecracker	Feuerwerkskörper
fired	gefeuert
firefight	Feuergefecht
firefighter	Feuerwehrmann
firefly	Glühwürmchen
firehose	Feuerwehrschlauch
firehouse	Feuerhaus
firehydrant	Feuerhydrant
fireless	feuerlos
firelight	feuerlicht
fireman	Feuerwehrmann
fireplace	Kamin
fireplug	Feuerstecker
firepower	Feuerkraft
fireproof	feuerfest
fireproofing	Brandschutz
firestorm	Feuersturm
firetrap	Feuerfalle
firetruck	Feuerwehrauto
firewall	Firewall
firewater	Feuer Wasser
firewood	Brennholz
firework	Feuerwerk
fireworks	Feuerwerk
firing	Brennen
firm	Firma
firmer	fester
firmly	fest
firmness	Festigkeit
firmware	Firmware
firstborn	Erstgeborener
firsthand	aus erster Hand
firstly	zuerst
fiscal	fiskalisch
fiscally	fiskalisch
fish	Fisch
fishable	fischbar
fishbone	Gräten
fishbowl	Fischglas
fished	gefischt
fisher	Fischer
fisherman	Fischer
fisherwoman	Fischerin
fishery	Fischerei
fisheye	Fischauge
fishhook	Angelhaken
fishhooks	Fischhaken
fishily	fischig
fishiness	Fischigkeit
fishing	Angeln
fishingrod	Angelrute
fishlike	fischartig
fishmeal	Fischmahlzeit
fishnet	Fischnetz
fishpond	Fischteich
fishtail	Fischschwanz
fishtank	Aquarium
fishy	fischig
fissure	Spalt
fist	Faust
fisted	gefistet
fistfight	Faustkampf
fit	fit
fitful	unruhig
fitfulness	Unruhe
fitness	Fitness
fitted	tailliert
fitting	passend zu
fittingly	passend
fittingness	Passgenauigkeit
five	fünf
fives	Fünfer
fix	Fix
fixable	reparierbar
fixate	fixieren
fixation	Fixierung
fixed	Fest
fixedly	fest
fixedness	Festigkeit
fixer	Fixer
fixing	Festsetzung
fixture	Vorrichtung
fizz	fizz
fizzle	zischen
fizzy	sprudelnd
fjord	Fjord
flab	Speck
flabbergast	verblüffen
flabbiness	Schlaffheit
flabby	schlaff
flaccid	schlaff
flaccidity	Schlaffheit
flaccidly	schlaff
flaccidness	Schlaffheit
flag	Flagge
flagging	flackernd
flagless	Fahnenlos
flagman	Flaggschiff
flagpole	Fahnenstange
flagrant	flagrant
flagrantly	schamlos
flagship	Flaggschiff
flagstaff	Fahnenmast
flagstick	Flaggenstock
flagstone	Steinplatte
flail	Dreschflegel
flake	Flocke
flakily	flockig
flakiness	Schuppenbildung
flaky	flockig
flamboyance	Extravaganz
flamboyancy	Extravaganz
flamboyant	extravagant
flamboyantly	extravagant
flame	Flamme
flamed	geflammt
flameless	flammenlos
flameproof	feuerfest
flamethrower	Flammenwerfer
flaming	flammend
flamingly	flammend
flamingo	Flamingo
flammability	Entflammbarkeit
flammable	brennbar
flan	Torte
flank	Flanke
flanked	flankiert
flanking	flankierend
flannel	Flanell
flannels	Flanelle
flap	Klappe
flapjack	Flapjack
flapper	Flapper
flare	Fackel
flares	Fackeln
flaring	Aufflackern
flash	Blitz
flashback	Rückblende
flashbulb	Blitzlicht
flashcard	Speicherkarte
flasher	Blinker
flashily	auffällig
flashiness	Auffälligkeit
flashing	blinkt
flashlight	Taschenlampe
flashpoint	Flammpunkt
flashy	auffällig
flask	Flasche
flat	Wohnung
flatbed	Flachbett
flatboat	Flachboot
flatfoot	Plattfuß
flathead	Flachkopf
flatiron	Bügeleisen
flatland	Flachland
flatly	rundweg
flatness	Ebenheit
flatscreen	Flachbildschirm
flatten	flatten
flattener	Abflacher
flattening	Abflachung
flatter	schmeicheln
flattered	geschmeichelt
flatterer	Schmeichler
flattering	schmeichelhaft
flatteringly	schmeichlerisch
flattery	Schmeichelei
flattop	flach
flatulence	Blähung
flatulency	Flatulenz
flatulent	blähend
flatulently	blähend
flatware	Besteck
flatworm	Plattwurm
flaunt	zur Schau stellen
flaunter	zur Schau stellen
flauntingly	protzig
flaunty	protzig
flavor	Geschmack
flavored	mit ...-Geschmack
flavorful	aromatisch
flavoring	Aroma
flavorings	Aromen
flavorless	geschmacklos
flaw	Mangel
flawed	fehlerhaft
flawless	einwandfrei
flawlessly	einwandfrei
flawlessness	Makellosigkeit
flaxseed	Leinsamen
flea	Floh
fleabite	fliehen
fleck	fleck
fled	floh
flee	fliehen
fleece	Vlies
fleeced	geschröpft
fleecy	flauschig
fleet	Flotte
fleetingly	flüchtig
fleetingness	Flüchtigkeit
flesh	Fleisch
fleshed	fleischig
fleshiness	Fleischigkeit
fleshless	fleischlos
fleshly	fleischlich
flew	geflogen
flex	biegen
flexed	gebeugt
flexibility	Flexibilität
flexible	flexibel
flexibleness	Flexibilität
flexibly	flexibel
flick	schnippen
flicker	flackern
flickering	flackert
flickeringly	flackernd
flier	Flieger
flight	Flug
flightiness	Flatterhaftigkeit
flightless	flugunfähig
flighty	flatterhaft
flimflam	flimflam
flimsily	fadenscheinig
flimsiness	Dürftigkeit
flimsy	dünn
flincher	zusammenzucken
flinching	zuckend
flinchingly	zuckend
fling	schleudern
flint	Feuerstein
flintstone	Feuerstein
flip	umdrehen
flippantly	leichtfertig
flipper	Flipper
flipping	umdrehen
flipside	Kehrseite
flirt	Flirt
flirtation	Flirt
flirtatious	kokett
flirtatiously	kokett
flirtatiousness	Flirt
flirter	flirten
flirting	flirten
flirtingly	flirtend
flittingly	huschend
float	schweben
floatability	Schwimmfähigkeit
floatable	schwimmfähig
floatation	Flotation
floater	Schwimmer
floating	schwebend
floatingly	schwebend
flock	Herde
flocking	Beflockung
flockless	Herdenlos
flog	flog
flogger	Peitsche
flood	Flut
floodable	überflutbar
flooded	überflutet
flooder	Überschwemmung
floodgate	Schleuse
flooding	Überschwemmung
floodless	überschwemmungslos
floodlight	Scheinwerfer
floodlighting	Flutlicht
floodplain	Überschwemmungsgebiet
floodwater	Hochwasser
floodway	Hochwasser
floor	Boden
floorboard	Diele
flooring	Bodenbelag
floorless	bodenlos
floozy	floozy
flop	Flop
floppily	schlaff
floppiness	Schlappheit
floppy	Diskette
floral	Blumen-
florally	blumig
florescence	Blüte
florescent	fluoreszierend
florist	Florist
floristry	Floristik
floss	Zahnseide
flossing	Zahnseide
flotation	Flotation
flounder	Flunder
floundering	zappelnd
flour	Mehl
flourish	blühen
flourisher	Schnörkel
flourishing	gedeiht
flourishingly	blühend
flourless	ohne Mehl
flourlike	mehlartig
floury	mehlig
flow	fließen
flowchart	Flussdiagramm
flower	Blume
flowerbed	Blumenbeet
flowered	geblüht
floweriness	Blumigkeit
flowering	Blüte
flowerless	blütenlos
flowerlike	blumig
flowerpot	Blumentopf
flowery	blumig
flowing	fließend
flowingly	fließend
flown	geflogen
flu	Grippe
fluctuant	schwankend
fluctuate	schwanken
fluctuating	schwankend
fluctuation	Fluktuation
fluency	Geläufigkeit
fluent	fließend
fluently	fließend
fluff	Flaum
fluffily	flauschig
fluffy	flauschige
fluid	Flüssigkeit
fluidity	Flüssigkeit
fluidization	Fluidisierung
fluidly	flüssig
fluidness	Fließfähigkeit
fluke	Fluke
flung	geschleudert
flunk	durchfallen
fluorescent	fluoreszierend
fluoride	Fluorid
fluorine	Fluor
fluorite	Fluorit
flurried	aufgeregt
flurry	Aufregung
flush	spülen
flusher	Spüler
flushing	Spülung
flushness	Spülung
flute	Flöte
fluted	geriffelt
fluting	geriffelt
flutter	flattern
fluttering	flattern
fluttery	flatternd
flux	Fluss
fly	Fliege
flyable	flugfähig
flyaway	wegfliegen
flyboy	Flyboy
flyby	fliegen durch
flycatcher	Fliegenfänger
flyer	Flyer
flying	fliegend
flyover	Überführung
flypaper	Fliegenpapier
flyswatter	Fliegenklatsche
flytrap	Fliegenfalle
flywheel	Schwungrad
foal	Fohlen
foam	Schaum
foaminess	Schaumigkeit
foaming	schäumend
foamless	schaumlos
foamy	schaumig
focal	Schwerpunkt
focalization	Fokussierung
focusable	fokussierbar
fodder	Futter
foe	Feind
fog	Nebel
fogged	beschlagen
foggily	neblig
fogginess	Nebel
foggy	nebelig
foghorn	Nebelhorn
fogless	nebellos
foil	vereiteln
fold	falten
foldable	faltbar
folded	gefaltet
folder	Ordner
folding	falten
foldout	ausklappbar
foliage	Laub
foliaged	belaubt
foliated	blättrig
folk	Volk
folklorist	Folklorist
folkloristic	folkloristisch
folks	Leute
folksiness	Volkstümlichkeit
folksong	Volkslied
folktale	Märchen
follicle	Follikel
follow	folgen
follower	Anhänger
following	folgende
folly	Torheit
fond	gern
fondle	streicheln
fondling	Streicheln
fondness	Vorliebe
fondue	Fondue
font	Schriftart
fontsize	Schriftgröße
food	Essen
foodstuff	Nahrungsmittel
fool	Narr
foolery	Torheit
foolhardily	tollkühn
foolhardiness	Tollkühnheit
foolhardy	tollkühn
fooling	täuschen
foolish	töricht
foolishly	töricht
foolishness	Torheit
foolproof	narrensicher
foot	Fuß
footage	Filmmaterial
football	Fußball
footballer	Fußballer
footbath	Fußbad
footboard	Trittbrett
footbridge	Steg
footcloth	Fußtuch
footed	mit Füßen
footer	Fusszeile
footgear	Schuhwerk
foothill	Vorberg
foothold	Stand halten
footing	Fundament
footless	ohne Fuß
footlocker	Truhe
footloose	ungebunden
footman	Lakai
footnote	Fußnote
footnoted	Fußnote
footpad	Fußpolster
footpath	Fußweg
footplate	Fußplatte
footprint	Fußabdruck
footrace	Wettrennen
footrest	Fußstütze
footsie	Footsie
footsore	Fußschmerzen
footsoreness	Fußschmerzen
footstep	Schritt
footsteps	Schritte
footstool	Fußbank
footsy	fußig
footwear	Schuhwerk
footwork	Beinarbeit
for	für
forage	Futter
forager	Sammler
forbade	verboten
forbear	Vorfahr
forbearance	Nachsicht
forbearing	langmütig
forbearingly	nachsichtig
forbid	verbieten
forbidden	verboten
forbidding	verbieten
forbiddingly	abweisend
forbiddingness	Verbot
force	Gewalt
forced	gezwungen
forceful	kraftvoll
forcefully	mit Nachdruck
forcefulness	Kraft
forceless	kraftlos
forceps	Zange
forcer	Gewalt
forces	Kräfte
forcible	gewaltsam
forcibleness	Zwang
forcibly	gewaltsam
forcing	zwingen
ford	Ford
fore	Vordergrund
forearm	Unterarm
forebear	Vorfahr
forebode	Vorahnung
foreboder	Vorahnung
foreboding	Ahnung
forebodingly	ahnungsvoll
forebrain	Vorderhirn
forecast	Vorhersage
forecaster	Prognostiker
foreclosable	abschottbar
foreclose	abschotten
foreclosure	Zwangsvollstreckung
forefather	Urvater
forefinger	Zeigefinger
foregoing	vorhergehend
foreground	Vordergrund
forehand	Vorhand
forehanded	Vorhand
forehead	Stirn
foreign	ausländisch
foreigner	Ausländer
foreignness	Fremdheit
foreknowing	vorausschauend
foreknowingly	vorausschauend
foreknowledge	Vorwissen
forelimb	Vorderbein
foremanship	Vorarbeiter
foremost	in erster Linie
forename	Vorname
forensic	forensisch
forensically	forensisch
forensics	Forensik
forepaw	Vorderpfote
foreplay	Vorspiel
forerunner	Vorläufer
foresee	vorhersehen
foreseeable	absehbar
foreseer	Vorherseher
foreshadow	ahnen
foreshadower	Vorbote
foresight	Voraussicht
foresighted	vorausschauend
foresightedness	Weitsicht
foreskin	Vorhaut
forest	Wald
forestation	Aufforstung
forestry	Forstwirtschaft
foreteller	Wahrsager
forethoughtfully	vorausschauend
forethoughtfulness	Voraussicht
foretold	vorhergesagt
forever	für immer
forevermore	für immer
forewarn	vorwarnen
forewarning	Vorwarnung
foreword	Vorwort
forfeit	forfit
forfeiter	Verlierer
forfeits	verfällt
forfeiture	Verwirkung
forge	Schmiede
forgeable	fälschbar
forged	geschmiedet
forger	Fälscher
forgery	Fälschung
forget	vergessen
forgetful	vergesslich
forgetfully	vergesslich
forgettable	vergessbar
forgetting	vergessen
forging	Schmieden
forgivable	verzeihlich
forgivably	verzeihlich
forgive	verzeihen
forgiveness	Vergebung
forgiver	verzeihend
forgiving	versöhnlich
forgivingly	verzeihend
forgivingness	Vergebung
forgo	verzichten
forgot	vergessen
forgotten	Vergessene
fork	Gabel
forked	gegabelt
forkful	gabelreich
forklift	Gabelstapler
forklike	gabelförmig
forlorn	verlassen
forlornness	Verlorenheit
form	bilden
formable	formbar
formal	formell
formaldehyde	Formaldehyd
formality	Formalität
formalization	Formalisierung
formalize	formalisieren
formally	formal
formalness	Formalität
format	Format
formation	Formation
formative	prägend
formatively	prägend
formativeness	Gestaltungsfähigkeit
former	ehemalig
formerly	früher
formfitting	formschlüssig
formidability	Furchtbarkeit
formidable	beeindruckend
formidableness	Furchtbarkeit
formidably	beeindruckend
forming	Bildung
formless	formlos
formlessly	formlos
formlessness	Formlosigkeit
formula	Formel
formularization	Formulierung
formulary	Formelsammlung
formulate	formulieren
formulation	Formulierung
formulator	Formulierer
formulization	Formulierung
formulize	formulieren
fornicate	Unzucht treiben
fornicated	Unzucht
fornication	Unzucht
fornicator	Unzüchtiger
forsake	verlassen
forsaken	der Verlassene
forsakenly	verlassen
forsakenness	Verlassenheit
fort	Fort
forte	stark
forth	her
forthcoming	bevorstehend
forthright	offen
forthrightly	direkt
forthrightness	Offenheit
fortifiable	befestigbar
fortification	Befestigung
fortifier	stärken
fortify	stärken
fortifying	stärkend
fortitude	Kraft
fortnight	vierzehn Tage
fortress	Festung
fortuitous	zufällig
fortuitousness	Zufall
fortunate	glücklich
fortune	Vermögen
fortuneless	glücklos
fortuneteller	Wahrsagerin
fortunetelling	Wahrsagen
forty	vierzig
forum	Forum
forward	nach vorne
forwarder	Spediteur
forwarding	Weiterleitung
forwardly	nach vorne
forwardness	Dreistigkeit
forwards	vorwärts
fossil	Fossil
fossilization	Versteinerung
fossilize	versteinern
fossilized	versteinert
foster	fördern
fostering	Förderung
fought	gekämpft
foul	Foul
foulmouthed	unflätig
foulness	Übelkeit
found	gefunden
foundation	Stiftung
foundational	grundlegend
foundationally	grundsätzlich
foundationless	ohne Grundlage
founder	Gründer
founding	Gründung
fountain	Brunnen
fountainhead	Urquell
fountainless	brunnenlos
four	vier
fourfold	vierfach
fourscore	vierzig
foursome	Vierer
fourteen	vierzehn
fourteenth	vierzehnte
fourth	vierte
fourthly	viertens
fowl	Geflügel
fox	Fuchs
foxhole	Schützenloch
foxhound	Fuchshund
foxhunt	Fuchsjagd
foxhunting	Fuchsjagd
foxily	foxy
foxiness	Fuchs
foxtail	Fuchsschwanz
foxtrot	Foxtrott
foxy	fuchsig
fraction	Fraktion
fractional	gebrochen
fractionalize	fraktionieren
fracture	Fraktur
fragile	zerbrechlich
fragileness	Zerbrechlichkeit
fragility	Zerbrechlichkeit
fragmental	fragmentarisch
fragmentally	fragmentarisch
fragmentary	fragmentarisch
fragmentation	Zersplitterung
fragmented	fragmentiert
fragmentize	fragmentieren
fragrance	Duft
fragrant	duftend
fragrantly	duftend
frail	gebrechlich
frailness	Hinfälligkeit
frailty	Gebrechlichkeit
frame	rahmen
framed	gerahmt
frameless	rahmenlos
framer	Einrahmer
framing	Rahmen
franchise	Franchise
franchisee	Franchisenehmer
franchiser	Franchisegeber
frank	frank
frankfurter	frankfurter
frankincense	Weihrauch
frankly	ehrlich gesagt
frankness	Offenheit
frantic	hektisch
frantically	hektisch
franticly	hektisch
frappe	geschlagen
frat	Bruderschaft
fraternal	brüderlich
fraternalism	Brüderlichkeit
fraternally	brüderlich
fraternity	Brüderlichkeit
fraternization	Verbrüderung
fraternize	fraternisieren
fraternizer	fraternisieren
fraud	Betrug
fraudulence	Betrug
fraudulency	Betrug
fraudulent	betrügerisch
fraudulently	betrügerisch
fray	Kampf
frayed	ausgefranst
fraying	Ausfransen
frays	Ausfransungen
frazzle	zerzaust
frazzling	verblüffend
freak	Freak
freakily	unheimlich
freakiness	Verrücktheit
freaking	Verdammt
freakish	verrückt
freakishly	unheimlich
freakishness	Verrücktheit
freckle	Sommersprosse
freckles	Sommersprossen
freckly	sommersprossig
free	frei
freebase	Freebase
freebee	Freebee
freebie	Gratis
freed	befreit
freedom	Freiheit
freedwoman	befreite Frau
freefall	freier Fall
freehand	freihändig
freehanded	freihändig
freehandedness	Freihand
freehearted	freiherzig
freehold	Freier Halt
freeing	Befreiung
freelance	freiberuflich
freelancer	Freiberufler
freeload	schmarotzen
freeloader	Schmarotzer
freeman	Freeman
freemason	Freimaurer
freemasonic	Freimaurer
freeness	Freiheit
freestanding	freistehend
freestyle	Freistil
freethinker	Freidenker
freethinking	freies Denken
freeware	Freeware
freeway	Autobahn
freewheeler	Freilauf
freewill	Freier Wille
freezable	einfrierbar
freeze	einfrieren
freezer	Gefrierschrank
freezing	Einfrieren
freight	Fracht
freighter	Frachter
frenzied	rasend
frenziedly	hektisch
frenzy	Raserei
frequency	Frequenz
frequent	häufig
frequenter	häufig
frequently	häufig
fresh	frisch
freshen	auffrischen
freshener	Lufterfrischer
freshly	frisch
freshman	Student im ersten Jahr
freshness	Frische
freshwater	frisches Wasser
fret	Bund
fretful	ärgerlich
fretfully	ärgerlich
fretfulness	Reizbarkeit
fretless	fretless
fretting	ärgern
friar	Mönch
friction	Reibung
frictional	Reibung
frictionless	reibungslos
friday	Freitag
fridge	Kühlschrank
fried	gebraten
