english	german
conductibility	leitfähigkeit
conduction	leitung
conductive	leitfähig
conductively	leitend
conductivity	leitfähigkeit
conductor	dirigent
conductorship	dirigent
cone	kegel
coned	kegelförmig
cones	kegel
confection	konfekt
confectionary	süßwaren
confectioner	konditor
confederacy	konföderation
confederate	konföderierter
confederation	staatenbund
confer	verleihen
conference	konferenz
conferencing	konferenzen
confess	bekennen
confessable	bekennbar
confessing	gestehen
confession	geständnis
confessional	beichtstuhl
confessionary	beichtstuhl
confessor	beichtvater
confetti	konfetti
confidant	vertraute
confide	anvertrauen
confidence	vertrauen
confident	zuversichtlich
confidential	vertraulich
confidentiality	vertraulichkeit
confidentially	vertraulich
confidentialness	vertraulichkeit
confidently	selbstbewusst
confider	vertrauter
confiding	vertrauensvoll
configuration	aufbau
configurative	konfigurativ
configure	konfigurieren
confinable	begrenzbar
confine	beschränken
confined	beschränkt
confinement	gefangenschaft
confining	einschränkend
confirm	bestätigen
confirmable	bestätigbar
confirmation	bestätigung
confirmative	bestätigend
confirmatively	bestätigend
confirmatory	bestätigend
confirmed	bestätigt
confirmedly	bestätigt
confirmer	bestätigen
confirming	bestätigend
confiscate	beschlagnahmen
confiscation	beschlagnahme
confiscator	beschlagnahmer
conflict	konflikt
conflicting	widersprüchlich
conflictingly	widersprüchlich
confliction	konflikt
confluence	zusammenfluss
conform	konform
conformability	konformität
conformable	anpassungsfähig
conformant	konform
conformation	konformation
conformational	konformation
conformer	konformer
conformism	konformismus
conformist	konformist
conformity	konformität
confound	verwechseln
confounded	verwirrt
confounding	verwirrend
confront	konfrontieren
confrontation	konfrontation
confrontational	konfrontativ
confronter	konfrontieren
confusability	verwechslung
confusable	verwirrend
confuse	verwechseln
confused	verwirrt
confusedly	verwirrt
confusedness	verwirrung
confuser	verwirrend
confusing	verwirrend
confusingly	verwirrend
confusion	verwirrung
congeal	erstarren
congealment	erstarrung
congenial	sympathisch
congeniality	freundlichkeit
congenially	sympathisch
congenital	angeboren
congest	verstopfen
congested	verstopft
congestible	verstopfbar
congestion	stau
congestive	kongestiv
conglomerate	konglomerat
conglomeration	konglomerat
congrats	glückwunsch
congratulate	gratulieren
congratulation	glückwunsch
congratulations	glückwunsch
congratulator	gratulant
congratulatory	glückwunsch
congregate	versammeln
congregation	gemeinde
congregational	gemeinde
congregationalism	kongregationalismus
congress	kongress
congressional	kongress_
congressionally	im kongress
congressman	kongressabgeordnete
congresswoman	kongressabgeordnete
congruent	kongruent
congruently	kongruent
congruity	kongruenz
congruously	kongruent
conical	konisch
conically	konisch
conifer	nadelbaum
coniferous	nadelholz
conjecturable	mutmaßlich
conjectural	vermutung
conjecture	vermutung
conjoin	ehepartner
conjoined	verbunden
conjoiner	verbinden
conjugal	ehelich
conjugate	konjugieren
conjugated	konjugiert
conjugational	konjugation
conjunction	verbindung
conjunctive	konjunktiv
conjunctively	konjunktiv
conjunctivitis	bindehautentzündung
conjuncture	konjunktion
conjure	zaubern
conman	betrüger
connect	verbinden
connectable	verbindbar
connected	in verbindung gebracht
connectedly	verbunden
connectedness	verbundenheit
connectible	verbindbar
connection	verbindung
connectional	verbindungsfähig
connective	konnektiv
connectively	konnektiv
connectivity	konnektivität
connector	verbinder
connoisseur	kenner
connotation	konnotation
conquer	erobern
conquerable	bezwingbar
conquerer	eroberer
conquering	erobern
conqueror	eroberer
conquest	eroberung
conquistador	konquistador
conscience	gewissen
conscienceless	gewissenlos
conscientious	gewissenhaft
conscientiously	gewissenhaft
conscientiousness	gewissenhaftigkeit
conscionable	gewissenhaft
conscionably	gewissenhaft
conscious	bewusst
consciously	bewusst
consciousness	bewusstsein
conscription	wehrpflicht
consecrate	weihen
consecration	weihe
consecutive	aufeinanderfolgenden
consecutively	nacheinander
consecutiveness	konsekutivität
consensual	einvernehmlich
consensually	einvernehmlich
consensus	konsens
consent	zustimmung
consenting	zustimmend
consequence	folge
consequent	konsequent
consequential	folgerichtig
consequentiality	konsequenz
consequentially	konsequenterweise
consequently	folglich
conservation	erhaltung
conservational	konservativ
conservationist	naturschützer
conservative	konservativ
conservatively	konservativ
conservativeness	konservativität
conservator	konservator
conservatory	wintergarten
conserve	sparen
consider	halten
considerably	wesentlich
considerate	rücksichtsvoll
considerately	rücksichtsvoll
considerateness	rücksichtnahme
consideration	rücksichtnahme
considered	berücksichtigt
considerer	halten
considering	angesichts
consign	versenden
consignment	sendung
consignor	versender
consistence	konsistenz
consistency	konsistenz
consistent	konsistent
consolable	tröstend
consolation	trost
console	konsole
consoler	konsole
consolidate	konsolidieren
consolidated	konsolidiert
consolidation	konsolidierung
consolidator	konsolidierer
consoling	tröstlich
consolingly	tröstend
consonance	konsonanz
consonant	konsonant
consort	gemahlin
consortium	konsortium
conspicuous	auffällig
conspicuousness	auffälligkeit
conspiracy	verschwörung
conspirator	verschwörer
conspiratorial	verschwörerisch
conspiratorially	verschwörerisch
conspire	verschwören
conspirer	verschwörer
conspiringly	verschwörerisch
constable	polizist
constancy	konstanz
constant	konstante
constantly	ständig
constellation	konstellation
constestable	anfechtbar
constipate	in eile
constipated	verstopft
constipation	verstopfung
constituency	wahlkreis
constituent	bestandteil
constitution	verfassung
constitutional	verfassungsgemäß
constitutionalism	konstitutionalismus
constitutionalist	konstitutionalist
constitutionality	verfassungsmäßigkeit
constitutionally	verfassungsmäßig
constrain	einschränken
constrainable	einschränkbar
constrained	eingeschränkt
constraining	einschränkend
constraint	zwang
constrict	verengen
constricted	eingeengt
constriction	einengung
constrictive	einengend
constrictor	würge
constringent	sie werden einfrieren
construct	bauen
constructer	konstrukteur
constructible	baubar
constructional	konstruktiv
constructionist	konstrukteur
constructive	konstruktiv
constructively	konstruktiv
constructivism	konstruktivismus
constructor	konstrukteur
construe	konstruieren
consul	konsul
consulate	konsulat
consult	konsultieren
consultable	durchsuchbar
consultancy	beratung
consultant	berater
consultation	beratung
consultative	beratend
consulting	beratung
consumable	verbrauchsmaterial
consume	verbrauchen
consumer	verbraucher
consumerism	konsumismus
consuming	verbrauchend
consummate	vollendet
consummately	vollkommen
consummation	vollendung
consumption	verbrauch
consumptive	schwindsüchtig
contact	kontakt
contactor	schütz
contagion	ansteckung
contagious	ansteckend
contagiously	ansteckend
contagiousness	ansteckungsfähigkeit
contain	enthalten
containable	beherrschbar
container	container
contaminant	schadstoff
contaminate	verunreinigen
contamination	kontamination
contaminative	kontaminierend
contaminator	kontaminator
contemplation	betrachtung
contemplative	nachdenklich
contemplatively	kontemplativ
contemplativeness	besinnlichkeit
contemplator	betrachter
contemporarily	zeitgenössisch
contemporariness	zeitgenossenschaft
contemporary	zeitgenössisch
contemporize	zeitgemäß
contempt	verachtung
contemptibility	verachtung
contemptibly	verächtlich
contemptuous	verächtlich
contemptuousness	verachtung
contend	kämpfen
contender	anwärter
contending	konkurrierend
content	inhalt
contented	zufrieden
contentedly	zufrieden
contention	streit
contentious	umstritten
contentiously	umstritten
contentiousness	streitigkeit
contently	zufrieden
contentment	zufriedenheit
contest	wettbewerb
contestant	kandidat
contestation	anfechtung
contester	herausforderung
context	kontext
contextually	kontextuell
contiguousness	kontinuität
continence	kontinenz
continent	kontinent
contingence	kontingenz
contingency	kontingenz
contingent	kontingent
continual	kontinuierlich
continually	ständig
continuance	fortbestand
continuation	fortsetzung
continuative	kontinuierlich
continue	weitermachen
continued	fortsetzung
continuingly	kontinuierlich
continuity	kontinuität
continuous	kontinuierlich
continuously	ständig
continuousness	kontinuität
continuum	kontinuum
contort	verdrehen
contorted	verzerrt
contortion	verrenkung
contortionist	schlangenmensch
contour	kontur
contoured	konturiert
contraband	schmuggelware
contraception	empfängnisverhütung
contraceptive	verhütungsmittel
contract	vertrag
contracted	vertrag abgeschlossen
contractibility	kontraktibilität
contractible	vertraglich
contraction	kontraktion
contractor	auftragnehmer
contractual	vertraglich
contractually	vertraglich
contradict	widersprechen
contradicter	widersprüchlicher
contradiction	widerspruch
contradictious	widersprüchlich
contradictive	widersprüchlich
contradictoriness	widersprüchlichkeit
contradictory	widersprüchlich
contraption	apparat
contrarian	konträr
contrarily	im gegenteil
contrary	gegenteil
contrast	kontrast
contrastingly	im gegensatz dazu
contrastive	kontrastiv
contributable	beitragspflichtig
contribute	beitragen
contributive	beitragspflichtig
contributively	beitragend
contributor	mitwirkender
contributory	beitragspflichtig
contrite	zerknirscht
contritely	zerknirscht
contrive	erfinden
control	kontrolle
controllability	kontrollierbarkeit
controllable	kontrollierbar
controllably	kontrollierbar
controller	regler
controllership	kontrolle
controversial	umstritten
controversialist	polemiker
controversially	kontrovers
controversy	kontroverse
contusion	prellung
conundrum	rätsel
convalesce	genesen
convalescent	rekonvaleszent
convection	konvektion
convectional	konvektion
convenience	bequemlichkeit
convenient	komfortabel
convent	kloster
convention	konvention
conventional	konventionell
conventionalism	konventionalismus
conventionalist	konventionalist
conventionality	konventionalität
conventionally	konventionell
converge	konvergieren
convergence	konvergenz
convergent	konvergent
converging	konvergierend
conversation	gespräch
conversational	konversation
conversationalist	unterhalter
conversationally	im gespräch
converse	umgekehrt
conversely	umgekehrt
converser	umgekehrt
conversion	konvertierung
convert	konvertieren
converted	umgewandelt
converter	konverter
convertibility	konvertierbarkeit
convertible	cabrio
converting	konvertieren
convertor	konverter
convex	konvex
convey	vermitteln
conveyance	beförderung
conveyer	förderer
conveyor	förderer
convict	sträfling
convictable	verurteilbar
convictional	überzeugend
convince	überzeugen
convinced	überzeugt
convincer	überzeugend
convincible	überzeugend
convincing	überzeugend
convincingly	überzeugend
convolute	konvolut
convoluted	verworren
convolution	faltung
convoy	konvoi
convulse	krampfhaft
convulsion	konvulsion
convulsive	krampfhaft
convulsively	krampfhaft
convulsiveness	krampfhaftigkeit
cooing	gurren
cook	kochen
cookbook	kochbuch
cooker	kocher
cookhouse	kochhaus
cookie	plätzchen
cooking	kochen
cookout	grillparty
cookware	kochgeschirr
cool	cool
coolant	kühlmittel
cooler	kühler
coolheaded	besonnen
cooling	kühlung
coolly	kühl
coolness	kühle
coonhound	coonhound
coop	coop
cooperate	kooperieren
cooperation	zusammenarbeit
cooperative	kooperative
cooperator	kooperationspartner
coordinate	koordinate
coordination	koordinierung
coordinator	koordinator
coot	blässhuhn
cootie	cootie
cop	polizist
copartner	teilhaber
cope	bewältigen
copied	kopiert
copier	kopierer
copilot	kopilot
coping	bewältigung
copious	reichlich
copiously	reichlich
copiousness	fülle
copout	drück dich
copper	kupfer
copperhead	kupferkopf
copperplate	kupferplatte
coppersmith	kupferschmied
copperware	kupferwaren
coppery	kupferfarben
coproduce	koproduzieren
copulate	kopulieren
copulation	kopulation
copy	kopieren
copybook	schreibheft
copycat	nachahmer
copyholder	kopierer
copyist	kopist
copyright	urheberrechte ©
copyrightable	urheberrechtlich geschützt
copyrighter	texter
copywriter	texter
coral	koralle
coralroot	korallenwurzel
cord	kabel
corded	schnurgebunden
cordial	herzlich
cordiality	herzlichkeit
cordially	herzlich
cordialness	herzlichkeit
cording	schnur
corduroy	cord
core	kern
coreless	kernlos
cork	kork
corkboard	pinnwand
corked	verkorkt
corking	verkorken
corkscrew	korkenzieher
corkwood	korkholz
corn	mais
cornball	maisball
cornbread	körnerbrot
corncob	maiskolben
cornea	hornhaut
corner	ecke
cornered	in die enge getrieben
cornerstone	grundstein
cornfield	kornfeld
cornflake	cornflakes
cornflakes	cornflakes
cornflower	kornblume
cornhusk	maisschale
cornhusker	kornhusker
cornmeal	mahlzeit mit getreide
cornrow	cornrow
cornstalk	maisstängel
cornstarch	maisstärke
cornucopia	füllhorn
corona	corona
coronary	koronar
coronation	krönung
coroner	gerichtsmediziner
corporal	korporal
corporality	körperlichkeit
corporately	gemeinsam
corporation	konzern
corporeal	körperlich
corps	korps
corpse	leichnam
corral	korral
correct	richtig
corrected	korrigiert
correctible	korrigierbar
correcting	korrigierend
correction	korrektur
correctional	korrektur
corrective	korrigierend
correctively	korrigierend
correctly	korrekt
correctness	richtigkeit
corrector	korrektor
correlate	zueinander in beziehung stehen
correlated	korreliert
correlation	korrelation
correlational	korrelativ
correlative	korrelat
correlatively	korrelativ
correlativeness	korrelation
correlativity	korrelativität
correspond	entsprechen
correspondence	korrespondenz
correspondent	korrespondent
correspondently	entsprechend
corresponding	dazugehörigen
correspondingly	entsprechend
corridor	gang
corroborate	bestätigen
corroboration	bestätigung
corroborative	bestätigend
corroboratively	bestätigend
corroborator	bestätigung
corroboratory	bestätigend
corrode	korrodieren
corroding	korrodierend
corrosion	korrosion
corrosive	ätzend
corrosiveness	korrosivität
corrugate	gewellt
corrugated	gewellt
corrugation	wellung
corrupt	korrupt
corrupted	beschädigt
corrupter	verführer
corruptible	bestechlich
corruptibleness	bestechlichkeit
corrupting	korrumpierend
corruption	korruption
corruptive	korrupt
corruptly	korrupt
corruptness	verderbtheit
corruptor	verderber
corsage	korsage
corset	korsett
corseted	korsettiert
cortex	kortex
cortisone	kortison
corvette	korvette
cosign	mitunterzeichner
cosigner	mitunterzeichner
cosmetic	kosmetik
cosmetically	kosmetisch
cosmetician	kosmetikerin
cosmetics	kosmetika
cosmetologist	kosmetikerin
cosmetology	kosmetologie
cosmically	kosmisch
cosmological	kosmologisch
cosmologically	kosmologisch
cosmologist	kosmologe
cosmology	kosmologie
cosmonaut	kosmonaut
cosmopolitanism	kosmopolitismus
cosmos	kosmos
cost	kosten
costar	costar
costing	kalkulation
costless	kostet weniger
costliness	kostspieligkeit
costly	teuer
costume	kostüm
costumed	kostümiert
costumer	kunde
costuming	kostümierung
cot	kinderbett
cottage	hütte
cotton	baumwolle
cottonseed	baumwollsamen
cottontail	baumwollschwanz
cottonweed	baumwollkraut
cottonwood	pappel
cottony	baumwollartig
couch	couch
couched	gebettet
cougar	puma
could	könnte
council	rat
councilman	stadtrat
councilor	stadtrat
councilwoman	stadträtin
counsel	rat
counseling	beratung
counselor	berater
count	zählen
countable	zählbar
countdown	countdown
counter	schalter
counteraccusation	gegenvorwurf
counteract	entgegenwirken
counteracting	entgegenwirken
counteraction	gegenwirkung
counteractive	gegenwirkend
counteragent	gegenmittel
counterapproach	gegenansatz
counterargument	gegenargument
counterattack	gegenangriff
counterattraction	gegenanziehung
counterbalance	gegengewicht
counterblow	gegenschlag
countercheck	gegencheck
counterclaim	widerklage
counterclockwise	gegen den uhrzeigersinn
counterculture	gegenkultur
